id,left_title,right_title,left_authors,right_authors,left_keywords,right_keywords
266,rawls's original position and algorithmic fairness,"ai4people - on good ai governance: 14 priority actions, a s.m.a.r.t. model of governance, and a regulatory toolbox",franke u,"pagallo u,aurucci p,casanovas p,chatila r,chazerand p,dignum v,luetge c,madelin r,schafer b,valcke p","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","ai4people - on good ai governance: 14 priority actions,artificial intelligence,burkhard schafer,christoph luetge,governance,paola aurucci,patrice chazerand,peggy valcke,pompeu casanovas,raja chatila,regulation,robert madelin,ssrn,ugo pagallo,virginia dignum,a s.m.a.r.t. model of governance,and a regulatory toolbox"
267,rawls's original position and algorithmic fairness,improving fairness of artificial intelligence algorithms in privileged-group selection bias data settings,franke u,"pessach d,shmueli e","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","algorithmic bias,algorithmic fairness,fairness-aware machine learning,selection bias,semi-supervised learning"
268,rawls's original position and algorithmic fairness,linear versus nonlinear allocation rules in risk sharing under financial fairness,franke u,schumacher jm,"algorithmic fairness,original position,veil of ignorance,veil of uncertainty","borch theorem,risk sharing,allocation rules,financial fairness,syndicates"
269,rawls's original position and algorithmic fairness,artificial intelligence in human resources management: challenges and a path forward,franke u,"tambe p,cappelli p,yakubovich v","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","data analysis,decision-making tools,hiring and recruitment,human capital,human resource ethics,information systems"
270,rawls's original position and algorithmic fairness,artificial intelligence applications for older adults and people with disabilities: balancing safety and autonomy: proceedings of a workshopâ€”in brief,franke u,"undefined,ta l,cm c","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","europe pmc,europe pubmed central,orcids,rest apis,abstracts,bioinformatics,biological patents,biomedical journals,biomedical research,citation networks,citation search,clinical guidelines,full text,journal articles,life sciences,literature search,open access,research articles,text mining"
271,rawls's original position and algorithmic fairness,ai ethics in industry: a research framework,franke u,"ville v,kai-kristian k,pekka a","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","ai development,ai ethics,accountability,artificial intelligence,research framework,responsibility,transparency"
272,rawls's original position and algorithmic fairness,why fairness cannot be automated: bridging the gap between eu non-discrimination law and ai,franke u,"wachter s,mittelstadt b,russell c","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","algorithm,artificial intelligence,bias,demographic parity,discrimination,european union,fairness,law,machine learning,non-discrimination"
273,rawls's original position and algorithmic fairness,user association and resource allocation in full-duplex relay aided noma systems,franke u,"wang l,ai y,liu n,fei a","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","full-duplex (fd) relaying,nonorthogonal multiple access (noma),resource allocation"
274,rawls's original position and algorithmic fairness,artificial intelligence and the public sectorâ€”applications and challenges,franke u,"wirtz bw,weyerer jc,geyer c","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","ai applications,ai challenges,artificial intelligence,public sector"
275,rawls's original position and algorithmic fairness,the rising tide of artificial intelligence and business automation: developing an ethical framework,franke u,"wright sa,schultz ae","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","artificial intelligence,automation,business ethics,social contracts theory,stakeholder theory,work displacement"
276,rawls's original position and algorithmic fairness,achieving causal fairness through generative adversarial networks,franke u,"xu d,wu y,yuan s,zhang l,wu x","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","humans and ai: ethical issues in ai,machine learning: adversarial machine learning,machine learning: learning generative models"
277,rawls's original position and algorithmic fairness,algorithmic fairness in computational medicine,franke u,"xu j,xiao y,wang wh,ning y,shenkman ea,bian j,wang f","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","algorithmic fairness,computational medicine"
278,rawls's original position and algorithmic fairness,effective exposure amortizing for fair top-k recommendation,franke u,"yang t,xu z,ai q","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","ccs concepts â€¢ information systems â†’ recommender systems; learning to rank keywords fair ranking,exposure,position bias,top-Ã­ ÂµÃ­Â±Â˜ recommendation"
279,rawls's original position and algorithmic fairness,"""zhores"" - petaflops supercomputer for data-driven modeling, machine learning and artificial intelligence installed in skolkovo institute of science and technology",franke u,"zacharov i,arslanov r,gunin m,stefonishin d,bykov a,pavlov s,panarin o,maliutin a,rykovanov s,fedorov m","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","computer scalability,computing clusters,energy efficiency,high performance computing,high speed networks,parallel computation"
280,rawls's original position and algorithmic fairness,flexible and adaptive fairness-aware learning in non-stationary data streams,franke u,"zhang w,zhang m,zhang j,liu z,...","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","ai fairness,flexible fairness,online classification"
281,rawls's original position and algorithmic fairness,introduction to ai fairness,franke u,"zhang y,bellamy r,liao qv,singh m","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","algorithmic fairness,bias,decision support,discrimination-aware machine"
282,rawls's original position and algorithmic fairness,"bias, fairness and accountability with artificial intelligence and machine learning algorithms",franke u,"zhou n,zhang z,nair vn,singhal h,chen j","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","ai,ml,algorithm,bias,fairness"
283,rawls's original position and algorithmic fairness,applying differential privacy mechanism in artificial intelligence,franke u,"zhu t,yu ps","algorithmic fairness,original position,veil of ignorance,veil of uncertainty","artificial intelligence,differential privacy,federated learning,multi-agent system,reinforcement learning"
284,an ontology for fairness metrics,transparency and explainability of ai systems: ethical guidelines in practice,"franklin js,bhanot k,ghalwash m,bennett kp,mccusker j,mcguinness dl","balasubramaniam n,kauppinen m,hiekkanen k,kujala s","bias,fairness metric,machine learning evaluation,rdf knowledge graph","ai systems,ethical guidelines,explainability,quality requirements,transparency"
